Ri
"9,393128605"
"8,5303563"
"9,134446605"
"9,87693352"
"8,378718728"
"8,589929675"
"8,281563812"
"8,793603907"
"8,180661982"
"9,913855237"
"8,515162934"
"8,943697639"
"8,82853565"
"9,769171983"
"9,022872037"
"8,305511818"
"9,127937812"
"9,123930733"
"8,763007836"
"8,035537741"
"8,533799409"
"9,398823505"
"8,931959051"
"8,420339969"
"8,283143414"
"9,645328569"
"8,095588574"
"8,438087078"
"8,24926633"
"9,314006171"
"9,072605932"
"8,320908135"
"8,996894735"
"9,622283722"
"9,456689463"
"9,386202538"
"9,597948874"
"8,93927131"
"9,525466998"
"9,844483786"
"8,910122531"
"8,57585311"
"8,208290206"
"9,293290778"
"9,225566531"
"8,901501352"
"9,771067232"
"8,17115356"
"8,464542012"
"9,804964514"
